GEO_ID,STATE,NAME,Local Tax rate state average,Local Tax Rate
0500000US19023,Iowa,"Butler County, Iowa",0.78%,0.814
0500000US19025,Iowa,"Calhoun County, Iowa",0.78%,0.785
0500000US19027,Iowa,"Carroll County, Iowa",0.78%,0.779
0500000US19029,Iowa,"Cass County, Iowa",0.78%,0.776
0500000US19031,Iowa,"Cedar County, Iowa",0.78%,0.797
0500000US19033,Iowa,"Cerro Gordo County, Iowa",0.78%,0.708
0500000US19035,Iowa,"Cherokee County, Iowa",0.78%,0.767
0500000US19037,Iowa,"Chickasaw County, Iowa",0.78%,0.79
0500000US19039,Iowa,"Clarke County, Iowa",0.78%,0.797
0500000US19041,Iowa,"Clay County, Iowa",0.78%,0.774
0500000US19043,Iowa,"Clayton County, Iowa",0.78%,0.818
0500000US19045,Iowa,"Clinton County, Iowa",0.78%,0.764
0500000US19047,Iowa,"Crawford County, Iowa",0.78%,0.794
0500000US19049,Iowa,"Dallas County, Iowa",0.78%,0.743
0500000US19051,Iowa,"Davis County, Iowa",0.78%,0.761
0500000US19053,Iowa,"Decatur County, Iowa",0.78%,0.761
0500000US19055,Iowa,"Delaware County, Iowa",0.78%,0.773
0500000US19057,Iowa,"Des Moines County, Iowa",0.78%,0.729
0500000US19059,Iowa,"Dickinson County, Iowa",0.78%,0.808
0500000US19061,Iowa,"Dubuque County, Iowa",0.78%,0.752
0500000US19063,Iowa,"Emmet County, Iowa",0.78%,0.787
0500000US19065,Iowa,"Fayette County, Iowa",0.78%,0.784
0500000US19067,Iowa,"Floyd County, Iowa",0.78%,0.766
0500000US19069,Iowa,"Franklin County, Iowa",0.78%,0.763
0500000US19071,Iowa,"Fremont County, Iowa",0.78%,0.791
0500000US19073,Iowa,"Greene County, Iowa",0.78%,0.771
0500000US19075,Iowa,"Grundy County, Iowa",0.78%,0.813
0500000US19077,Iowa,"Guthrie County, Iowa",0.78%,0.774
0500000US19079,Iowa,"Hamilton County, Iowa",0.78%,0.776
0500000US19081,Iowa,"Hancock County, Iowa",0.78%,0.746
0500000US19083,Iowa,"Hardin County, Iowa",0.78%,0.802
0500000US19085,Iowa,"Harrison County, Iowa",0.78%,0.758
0500000US19087,Iowa,"Henry County, Iowa",0.78%,0.792
0500000US19089,Iowa,"Howard County, Iowa",0.78%,0.786
0500000US19091,Iowa,"Humboldt County, Iowa",0.78%,0.764
0500000US19093,Iowa,"Ida County, Iowa",0.78%,0.782
0500000US19095,Iowa,"Iowa County, Iowa",0.78%,0.743
0500000US19097,Iowa,"Jackson County, Iowa",0.78%,0.79
0500000US19099,Iowa,"Jasper County, Iowa",0.78%,0.796
0500000US19101,Iowa,"Jefferson County, Iowa",0.78%,0.796
0500000US19103,Iowa,"Johnson County, Iowa",0.78%,0.784
0500000US19105,Iowa,"Jones County, Iowa",0.78%,0.783
0500000US19107,Iowa,"Keokuk County, Iowa",0.78%,0.765
0500000US19109,Iowa,"Kossuth County, Iowa",0.78%,0.837
0500000US19111,Iowa,"Lee County, Iowa",0.78%,0.826
0500000US19113,Iowa,"Linn County, Iowa",0.78%,0.779
0500000US19115,Iowa,"Louisa County, Iowa",0.78%,0.773
0500000US19117,Iowa,"Lucas County, Iowa",0.78%,0.745
0500000US19119,Iowa,"Lyon County, Iowa",0.78%,0.768
0500000US19121,Iowa,"Madison County, Iowa",0.78%,0.751
0500000US19123,Iowa,"Mahaska County, Iowa",0.78%,0.754
0500000US19125,Iowa,"Marion County, Iowa",0.78%,0.8
0500000US19127,Iowa,"Marshall County, Iowa",0.78%,0.779
0500000US19129,Iowa,"Mills County, Iowa",0.78%,0.742
0500000US19131,Iowa,"Mitchell County, Iowa",0.78%,0.724
0500000US19133,Iowa,"Monona County, Iowa",0.78%,0.799
0500000US19135,Iowa,"Monroe County, Iowa",0.78%,0.818
0500000US19137,Iowa,"Montgomery County, Iowa",0.78%,0.785
0500000US19139,Iowa,"Muscatine County, Iowa",0.78%,0.784
0500000US19141,Iowa,"O'Brien County, Iowa",0.78%,0.809
0500000US19143,Iowa,"Osceola County, Iowa",0.78%,0.784
0500000US19145,Iowa,"Page County, Iowa",0.78%,0.814
0500000US19147,Iowa,"Palo Alto County, Iowa",0.78%,0.747
0500000US19149,Iowa,"Plymouth County, Iowa",0.78%,0.772
0500000US19151,Iowa,"Pocahontas County, Iowa",0.78%,0.801
0500000US19153,Iowa,"Polk County, Iowa",0.78%,0.716
0500000US19155,Iowa,"Pottawattamie County, Iowa",0.78%,0.814
0500000US19157,Iowa,"Poweshiek County, Iowa",0.78%,0.773
0500000US19159,Iowa,"Ringgold County, Iowa",0.78%,0.829
0500000US19161,Iowa,"Sac County, Iowa",0.78%,0.768
0500000US19163,Iowa,"Scott County, Iowa",0.78%,0.835
0500000US19165,Iowa,"Shelby County, Iowa",0.78%,0.75
0500000US19167,Iowa,"Sioux County, Iowa",0.78%,0.78
0500000US19169,Iowa,"Story County, Iowa",0.78%,0.814
0500000US19171,Iowa,"Tama County, Iowa",0.78%,0.753
0500000US19173,Iowa,"Taylor County, Iowa",0.78%,0.753
0500000US19175,Iowa,"Union County, Iowa",0.78%,0.778
0500000US19177,Iowa,"Van Buren County, Iowa",0.78%,0.813
0500000US19179,Iowa,"Wapello County, Iowa",0.78%,0.74
0500000US19181,Iowa,"Warren County, Iowa",0.78%,0.782
0500000US19183,Iowa,"Washington County, Iowa",0.78%,0.828
0500000US19185,Iowa,"Wayne County, Iowa",0.78%,0.78
0500000US19187,Iowa,"Webster County, Iowa",0.78%,0.762
0500000US19189,Iowa,"Winnebago County, Iowa",0.78%,0.794
0500000US19191,Iowa,"Winneshiek County, Iowa",0.78%,0.77
0500000US19193,Iowa,"Woodbury County, Iowa",0.78%,0.838
0500000US19195,Iowa,"Worth County, Iowa",0.78%,0.77
0500000US19197,Iowa,"Wright County, Iowa",0.78%,0.796
0500000US20001,Kansas,"Allen County, Kansas",2.05%,2.007
0500000US20003,Kansas,"Anderson County, Kansas",2.05%,1.918
0500000US20005,Kansas,"Atchison County, Kansas",2.05%,2.013
0500000US20009,Kansas,"Barton County, Kansas",2.05%,2.022
0500000US20011,Kansas,"Bourbon County, Kansas",2.05%,1.951
0500000US20013,Kansas,"Brown County, Kansas",2.05%,1.99
0500000US20015,Kansas,"Butler County, Kansas",2.05%,2.096
0500000US20017,Kansas,"Chase County, Kansas",2.05%,1.928
0500000US20019,Kansas,"Chautauqua County, Kansas",2.05%,2.071
0500000US20021,Kansas,"Cherokee County, Kansas",2.05%,2.104
0500000US20023,Kansas,"Cheyenne County, Kansas",2.05%,2.064
0500000US20025,Kansas,"Clark County, Kansas",2.05%,2.08
0500000US20027,Kansas,"Clay County, Kansas",2.05%,2.011
0500000US20029,Kansas,"Cloud County, Kansas",2.05%,2.048
0500000US20031,Kansas,"Coffey County, Kansas",2.05%,2.041
0500000US20035,Kansas,"Cowley County, Kansas",2.05%,2.201
0500000US20037,Kansas,"Crawford County, Kansas",2.05%,1.961
0500000US20039,Kansas,"Decatur County, Kansas",2.05%,2.149
0500000US20041,Kansas,"Dickinson County, Kansas",2.05%,2.102
0500000US20043,Kansas,"Doniphan County, Kansas",2.05%,2.103
0500000US20045,Kansas,"Douglas County, Kansas",2.05%,2.017
0500000US20047,Kansas,"Edwards County, Kansas",2.05%,2.157
0500000US20049,Kansas,"Elk County, Kansas",2.05%,2.091
0500000US20051,Kansas,"Ellis County, Kansas",2.05%,2.087
0500000US20053,Kansas,"Ellsworth County, Kansas",2.05%,2.009
0500000US20055,Kansas,"Finney County, Kansas",2.05%,1.879
0500000US20057,Kansas,"Ford County, Kansas",2.05%,2.041
0500000US20059,Kansas,"Franklin County, Kansas",2.05%,1.96
0500000US20061,Kansas,"Geary County, Kansas",2.05%,1.965
0500000US20065,Kansas,"Graham County, Kansas",2.05%,2.125
0500000US20067,Kansas,"Grant County, Kansas",2.05%,2.08
0500000US20069,Kansas,"Gray County, Kansas",2.05%,2.011
0500000US20073,Kansas,"Greenwood County, Kansas",2.05%,2.059
0500000US20075,Kansas,"Hamilton County, Kansas",2.05%,2.08
0500000US20077,Kansas,"Harper County, Kansas",2.05%,1.991
0500000US20079,Kansas,"Harvey County, Kansas",2.05%,2.08
0500000US20081,Kansas,"Haskell County, Kansas",2.05%,1.94
0500000US20085,Kansas,"Jackson County, Kansas",2.05%,2.072
0500000US20087,Kansas,"Jefferson County, Kansas",2.05%,1.979
0500000US20089,Kansas,"Jewell County, Kansas",2.05%,2.092
0500000US20091,Kansas,"Johnson County, Kansas",2.05%,2.028
0500000US20093,Kansas,"Kearny County, Kansas",2.05%,2.108
0500000US20095,Kansas,"Kingman County, Kansas",2.05%,1.993
0500000US20097,Kansas,"Kiowa County, Kansas",2.05%,2.115
0500000US20099,Kansas,"Labette County, Kansas",2.05%,2.066
0500000US20103,Kansas,"Leavenworth County, Kansas",2.05%,1.95
0500000US20105,Kansas,"Lincoln County, Kansas",2.05%,2.157
0500000US20107,Kansas,"Linn County, Kansas",2.05%,1.953
0500000US20109,Kansas,"Logan County, Kansas",2.05%,2.182
0500000US20111,Kansas,"Lyon County, Kansas",2.05%,2.139
0500000US20113,Kansas,"McPherson County, Kansas",2.05%,2.186
0500000US20115,Kansas,"Marion County, Kansas",2.05%,2.034
0500000US20117,Kansas,"Marshall County, Kansas",2.05%,1.994
0500000US20119,Kansas,"Meade County, Kansas",2.05%,1.987
0500000US20121,Kansas,"Miami County, Kansas",2.05%,2.082
0500000US20123,Kansas,"Mitchell County, Kansas",2.05%,2.049
0500000US20125,Kansas,"Montgomery County, Kansas",2.05%,1.973
0500000US20127,Kansas,"Morris County, Kansas",2.05%,2.047
0500000US20129,Kansas,"Morton County, Kansas",2.05%,2.147
0500000US20131,Kansas,"Nemaha County, Kansas",2.05%,2.018
0500000US20133,Kansas,"Neosho County, Kansas",2.05%,2.028
0500000US20135,Kansas,"Ness County, Kansas",2.05%,1.925
0500000US20137,Kansas,"Norton County, Kansas",2.05%,2.01
0500000US20139,Kansas,"Osage County, Kansas",2.05%,2.017
0500000US20141,Kansas,"Osborne County, Kansas",2.05%,1.889
0500000US20143,Kansas,"Ottawa County, Kansas",2.05%,2.034
0500000US20145,Kansas,"Pawnee County, Kansas",2.05%,2.086
0500000US20147,Kansas,"Phillips County, Kansas",2.05%,2.231
0500000US20149,Kansas,"Pottawatomie County, Kansas",2.05%,2.047
0500000US20151,Kansas,"Pratt County, Kansas",2.05%,2.115
0500000US20153,Kansas,"Rawlins County, Kansas",2.05%,2.108
0500000US20155,Kansas,"Reno County, Kansas",2.05%,1.846
0500000US20157,Kansas,"Republic County, Kansas",2.05%,2.082
0500000US20159,Kansas,"Rice County, Kansas",2.05%,2.009
0500000US20161,Kansas,"Riley County, Kansas",2.05%,2.047
0500000US20163,Kansas,"Rooks County, Kansas",2.05%,2.106
0500000US20167,Kansas,"Russell County, Kansas",2.05%,1.882
0500000US20169,Kansas,"Saline County, Kansas",2.05%,2.192
0500000US20171,Kansas,"Scott County, Kansas",2.05%,2.031
0500000US20173,Kansas,"Sedgwick County, Kansas",2.05%,2.273
0500000US20175,Kansas,"Seward County, Kansas",2.05%,2.026
0500000US20177,Kansas,"Shawnee County, Kansas",2.05%,2.126
0500000US20179,Kansas,"Sheridan County, Kansas",2.05%,2.072
0500000US20181,Kansas,"Sherman County, Kansas",2.05%,2.102
0500000US20183,Kansas,"Smith County, Kansas",2.05%,2.182
0500000US20185,Kansas,"Stafford County, Kansas",2.05%,1.909
0500000US20187,Kansas,"Stanton County, Kansas",2.05%,1.98
0500000US20189,Kansas,"Stevens County, Kansas",2.05%,1.991
0500000US20191,Kansas,"Sumner County, Kansas",2.05%,2.126
0500000US20193,Kansas,"Thomas County, Kansas",2.05%,1.986
0500000US20195,Kansas,"Trego County, Kansas",2.05%,2.061
0500000US20197,Kansas,"Wabaunsee County, Kansas",2.05%,2.084
0500000US20201,Kansas,"Washington County, Kansas",2.05%,2.05
0500000US20203,Kansas,"Wichita County, Kansas",2.05%,2.044
0500000US20205,Kansas,"Wilson County, Kansas",2.05%,2.086
0500000US20207,Kansas,"Woodson County, Kansas",2.05%,2.024
0500000US20209,Kansas,"Wyandotte County, Kansas",2.05%,2.104
0500000US20007,Kansas,"Barber County, Kansas",2.05%,2.024
0500000US20165,Kansas,"Rush County, Kansas",2.05%,2.087
0500000US20083,Kansas,"Hodgeman County, Kansas",2.05%,2.046
0500000US20199,Kansas,"Wallace County, Kansas",2.05%,2.101
0500000US20071,Kansas,"Greeley County, Kansas",2.05%,2.157
0500000US20101,Kansas,"Lane County, Kansas",2.05%,2.061
0500000US20063,Kansas,"Gove County, Kansas",2.05%,1.995
0500000US20033,Kansas,"Comanche County, Kansas",2.05%,2.086
0500000US21001,Kentucky,"Adair County, Kentucky",None,None
0500000US21003,Kentucky,"Allen County, Kentucky",None,None
0500000US21005,Kentucky,"Anderson County, Kentucky",None,None
0500000US21007,Kentucky,"Ballard County, Kentucky",None,None
0500000US21009,Kentucky,"Barren County, Kentucky",None,None
0500000US21011,Kentucky,"Bath County, Kentucky",None,None
0500000US21013,Kentucky,"Bell County, Kentucky",None,None
0500000US21015,Kentucky,"Boone County, Kentucky",None,None
0500000US21017,Kentucky,"Bourbon County, Kentucky",None,None
0500000US21019,Kentucky,"Boyd County, Kentucky",None,None
0500000US21021,Kentucky,"Boyle County, Kentucky",None,None
0500000US21023,Kentucky,"Bracken County, Kentucky",None,None
0500000US21025,Kentucky,"Breathitt County, Kentucky",None,None
0500000US21027,Kentucky,"Breckinridge County, Kentucky",None,None
0500000US21029,Kentucky,"Bullitt County, Kentucky",None,None
0500000US21031,Kentucky,"Butler County, Kentucky",None,None
0500000US21033,Kentucky,"Caldwell County, Kentucky",None,None
0500000US21035,Kentucky,"Calloway County, Kentucky",None,None
0500000US21037,Kentucky,"Campbell County, Kentucky",None,None
0500000US21039,Kentucky,"Carlisle County, Kentucky",None,None
0500000US21041,Kentucky,"Carroll County, Kentucky",None,None
0500000US21043,Kentucky,"Carter County, Kentucky",None,None
0500000US21045,Kentucky,"Casey County, Kentucky",None,None
0500000US21047,Kentucky,"Christian County, Kentucky",None,None
0500000US21049,Kentucky,"Clark County, Kentucky",None,None
0500000US21051,Kentucky,"Clay County, Kentucky",None,None
0500000US21053,Kentucky,"Clinton County, Kentucky",None,None
0500000US21055,Kentucky,"Crittenden County, Kentucky",None,None
0500000US21057,Kentucky,"Cumberland County, Kentucky",None,None
0500000US21059,Kentucky,"Daviess County, Kentucky",None,None
0500000US21061,Kentucky,"Edmonson County, Kentucky",None,None
0500000US21063,Kentucky,"Elliott County, Kentucky",None,None
0500000US21065,Kentucky,"Estill County, Kentucky",None,None
0500000US21067,Kentucky,"Fayette County, Kentucky",None,None
0500000US21069,Kentucky,"Fleming County, Kentucky",None,None
0500000US21071,Kentucky,"Floyd County, Kentucky",None,None
0500000US21073,Kentucky,"Franklin County, Kentucky",None,None
0500000US21075,Kentucky,"Fulton County, Kentucky",None,None
0500000US21077,Kentucky,"Gallatin County, Kentucky",None,None
0500000US21079,Kentucky,"Garrard County, Kentucky",None,None
0500000US21081,Kentucky,"Grant County, Kentucky",None,None
0500000US21083,Kentucky,"Graves County, Kentucky",None,None
0500000US21085,Kentucky,"Grayson County, Kentucky",None,None
0500000US21087,Kentucky,"Green County, Kentucky",None,None
0500000US21089,Kentucky,"Greenup County, Kentucky",None,None
0500000US21091,Kentucky,"Hancock County, Kentucky",None,None
0500000US21093,Kentucky,"Hardin County, Kentucky",None,None
0500000US21095,Kentucky,"Harlan County, Kentucky",None,None
0500000US21097,Kentucky,"Harrison County, Kentucky",None,None
0500000US21099,Kentucky,"Hart County, Kentucky",None,None
0500000US21101,Kentucky,"Henderson County, Kentucky",None,None
0500000US21103,Kentucky,"Henry County, Kentucky",None,None
0500000US21105,Kentucky,"Hickman County, Kentucky",None,None
0500000US21107,Kentucky,"Hopkins County, Kentucky",None,None
0500000US21109,Kentucky,"Jackson County, Kentucky",None,None
0500000US21111,Kentucky,"Jefferson County, Kentucky",None,None
0500000US21113,Kentucky,"Jessamine County, Kentucky",None,None
0500000US21115,Kentucky,"Johnson County, Kentucky",None,None
0500000US21117,Kentucky,"Kenton County, Kentucky",None,None
0500000US21119,Kentucky,"Knott County, Kentucky",None,None
0500000US21121,Kentucky,"Knox County, Kentucky",None,None
0500000US21123,Kentucky,"Larue County, Kentucky",None,None
0500000US21125,Kentucky,"Laurel County, Kentucky",None,None
0500000US21127,Kentucky,"Lawrence County, Kentucky",None,None
0500000US21129,Kentucky,"Lee County, Kentucky",None,None
0500000US21131,Kentucky,"Leslie County, Kentucky",None,None
0500000US21133,Kentucky,"Letcher County, Kentucky",None,None
0500000US21135,Kentucky,"Lewis County, Kentucky",None,None
0500000US21137,Kentucky,"Lincoln County, Kentucky",None,None
0500000US21139,Kentucky,"Livingston County, Kentucky",None,None
0500000US21141,Kentucky,"Logan County, Kentucky",None,None
0500000US21143,Kentucky,"Lyon County, Kentucky",None,None
0500000US21145,Kentucky,"McCracken County, Kentucky",None,None
0500000US21147,Kentucky,"McCreary County, Kentucky",None,None
0500000US21149,Kentucky,"McLean County, Kentucky",None,None
0500000US21151,Kentucky,"Madison County, Kentucky",None,None
0500000US21153,Kentucky,"Magoffin County, Kentucky",None,None
0500000US21155,Kentucky,"Marion County, Kentucky",None,None
0500000US21157,Kentucky,"Marshall County, Kentucky",None,None
0500000US21159,Kentucky,"Martin County, Kentucky",None,None
0500000US21161,Kentucky,"Mason County, Kentucky",None,None
0500000US21163,Kentucky,"Meade County, Kentucky",None,None
0500000US21165,Kentucky,"Menifee County, Kentucky",None,None
0500000US21167,Kentucky,"Mercer County, Kentucky",None,None
0500000US21169,Kentucky,"Metcalfe County, Kentucky",None,None
0500000US21171,Kentucky,"Monroe County, Kentucky",None,None
0500000US21173,Kentucky,"Montgomery County, Kentucky",None,None
0500000US21175,Kentucky,"Morgan County, Kentucky",None,None
0500000US21177,Kentucky,"Muhlenberg County, Kentucky",None,None
0500000US21179,Kentucky,"Nelson County, Kentucky",None,None
0500000US21181,Kentucky,"Nicholas County, Kentucky",None,None
0500000US21183,Kentucky,"Ohio County, Kentucky",None,None
0500000US21185,Kentucky,"Oldham County, Kentucky",None,None
0500000US21187,Kentucky,"Owen County, Kentucky",None,None
0500000US21189,Kentucky,"Owsley County, Kentucky",None,None
0500000US21191,Kentucky,"Pendleton County, Kentucky",None,None
0500000US21193,Kentucky,"Perry County, Kentucky",None,None
0500000US21195,Kentucky,"Pike County, Kentucky",None,None
0500000US21197,Kentucky,"Powell County, Kentucky",None,None
0500000US21199,Kentucky,"Pulaski County, Kentucky",None,None
0500000US21201,Kentucky,"Robertson County, Kentucky",None,None
0500000US21203,Kentucky,"Rockcastle County, Kentucky",None,None
0500000US21205,Kentucky,"Rowan County, Kentucky",None,None
0500000US21207,Kentucky,"Russell County, Kentucky",None,None
0500000US21209,Kentucky,"Scott County, Kentucky",None,None
0500000US21211,Kentucky,"Shelby County, Kentucky",None,None
0500000US21213,Kentucky,"Simpson County, Kentucky",None,None
0500000US21215,Kentucky,"Spencer County, Kentucky",None,None
0500000US21217,Kentucky,"Taylor County, Kentucky",None,None
0500000US21219,Kentucky,"Todd County, Kentucky",None,None
0500000US21221,Kentucky,"Trigg County, Kentucky",None,None
0500000US21223,Kentucky,"Trimble County, Kentucky",None,None
0500000US21225,Kentucky,"Union County, Kentucky",None,None
0500000US21227,Kentucky,"Warren County, Kentucky",None,None
0500000US21229,Kentucky,"Washington County, Kentucky",None,None
0500000US21231,Kentucky,"Wayne County, Kentucky",None,None
0500000US21233,Kentucky,"Webster County, Kentucky",None,None
0500000US21235,Kentucky,"Whitley County, Kentucky",None,None
0500000US21237,Kentucky,"Wolfe County, Kentucky",None,None
0500000US21239,Kentucky,"Woodford County, Kentucky",None,None
0500000US22001,Louisiana,"Acadia Parish, Louisiana",4.91%,4.912
0500000US22003,Louisiana,"Allen Parish, Louisiana",4.91%,4.812
0500000US22005,Louisiana,"Ascension Parish, Louisiana",4.91%,5.06
0500000US22007,Louisiana,"Assumption Parish, Louisiana",4.91%,4.802
0500000US22009,Louisiana,"Avoyelles Parish, Louisiana",4.91%,4.8
0500000US22011,Louisiana,"Beauregard Parish, Louisiana",4.91%,4.765
0500000US22013,Louisiana,"Bienville Parish, Louisiana",4.91%,5.19
0500000US22015,Louisiana,"Bossier Parish, Louisiana",4.91%,4.831
0500000US22017,Louisiana,"Caddo Parish, Louisiana",4.91%,4.937
0500000US22019,Louisiana,"Calcasieu Parish, Louisiana",4.91%,5.264
0500000US22021,Louisiana,"Caldwell Parish, Louisiana",4.91%,4.824
0500000US22023,Louisiana,"Cameron Parish, Louisiana",4.91%,5.023
0500000US22025,Louisiana,"Catahoula Parish, Louisiana",4.91%,4.755
0500000US22027,Louisiana,"Claiborne Parish, Louisiana",4.91%,4.905
0500000US22029,Louisiana,"Concordia Parish, Louisiana",4.91%,5.173
0500000US22031,Louisiana,"De Soto Parish, Louisiana",4.91%,5.097
0500000US22033,Louisiana,"East Baton Rouge Parish, Louisiana",4.91%,4.915
0500000US22035,Louisiana,"East Carroll Parish, Louisiana",4.91%,4.952
0500000US22037,Louisiana,"East Feliciana Parish, Louisiana",4.91%,4.964
0500000US22039,Louisiana,"Evangeline Parish, Louisiana",4.91%,5.148
0500000US22041,Louisiana,"Franklin Parish, Louisiana",4.91%,4.831
0500000US22043,Louisiana,"Grant Parish, Louisiana",4.91%,5.124
0500000US22045,Louisiana,"Iberia Parish, Louisiana",4.91%,5.008
0500000US22047,Louisiana,"Iberville Parish, Louisiana",4.91%,5.025
0500000US22049,Louisiana,"Jackson Parish, Louisiana",4.91%,4.986
0500000US22051,Louisiana,"Jefferson Parish, Louisiana",4.91%,4.692
0500000US22053,Louisiana,"Jefferson Davis Parish, Louisiana",4.91%,4.9
0500000US22055,Louisiana,"Lafayette Parish, Louisiana",4.91%,4.694
0500000US22057,Louisiana,"Lafourche Parish, Louisiana",4.91%,4.706
0500000US22059,Louisiana,"LaSalle Parish, Louisiana",4.91%,5.089
0500000US22061,Louisiana,"Lincoln Parish, Louisiana",4.91%,4.981
0500000US22063,Louisiana,"Livingston Parish, Louisiana",4.91%,4.888
0500000US22065,Louisiana,"Madison Parish, Louisiana",4.91%,5.168
0500000US22067,Louisiana,"Morehouse Parish, Louisiana",4.91%,4.888
0500000US22069,Louisiana,"Natchitoches Parish, Louisiana",4.91%,5.099
0500000US22071,Louisiana,"Orleans Parish, Louisiana",4.91%,4.962
0500000US22073,Louisiana,"Ouachita Parish, Louisiana",4.91%,4.736
0500000US22075,Louisiana,"Plaquemines Parish, Louisiana",4.91%,5.06
0500000US22077,Louisiana,"Pointe Coupee Parish, Louisiana",4.91%,4.741
0500000US22079,Louisiana,"Rapides Parish, Louisiana",4.91%,4.883
0500000US22081,Louisiana,"Red River Parish, Louisiana",4.91%,4.696
0500000US22083,Louisiana,"Richland Parish, Louisiana",4.91%,4.912
0500000US22085,Louisiana,"Sabine Parish, Louisiana",4.91%,4.645
0500000US22087,Louisiana,"St. Bernard Parish, Louisiana",4.91%,4.927
0500000US22089,Louisiana,"St. Charles Parish, Louisiana",4.91%,4.949
0500000US22091,Louisiana,"St. Helena Parish, Louisiana",4.91%,4.512
0500000US22093,Louisiana,"St. James Parish, Louisiana",4.91%,4.925
0500000US22095,Louisiana,"St. John the Baptist Parish, Louisiana",4.91%,4.569
0500000US22097,Louisiana,"St. Landry Parish, Louisiana",4.91%,4.802
0500000US22099,Louisiana,"St. Martin Parish, Louisiana",4.91%,5.141
0500000US22101,Louisiana,"St. Mary Parish, Louisiana",4.91%,4.91
0500000US22103,Louisiana,"St. Tammany Parish, Louisiana",4.91%,4.871
0500000US22105,Louisiana,"Tangipahoa Parish, Louisiana",4.91%,5.126
0500000US22107,Louisiana,"Tensas Parish, Louisiana",4.91%,4.844
0500000US22109,Louisiana,"Terrebonne Parish, Louisiana",4.91%,5.116
0500000US22111,Louisiana,"Union Parish, Louisiana",4.91%,5.165
0500000US22113,Louisiana,"Vermilion Parish, Louisiana",4.91%,4.765
0500000US22115,Louisiana,"Vernon Parish, Louisiana",4.91%,5.072
0500000US22117,Louisiana,"Washington Parish, Louisiana",4.91%,4.834
0500000US22119,Louisiana,"Webster Parish, Louisiana",4.91%,4.834
0500000US22121,Louisiana,"West Baton Rouge Parish, Louisiana",4.91%,4.858
0500000US22123,Louisiana,"West Carroll Parish, Louisiana",4.91%,4.893
0500000US22125,Louisiana,"West Feliciana Parish, Louisiana",4.91%,4.414
0500000US22127,Louisiana,"Winn Parish, Louisiana",4.91%,4.871
0500000US23001,Maine,"Androscoggin County, Maine",None,None
0500000US23003,Maine,"Aroostook County, Maine",None,None
0500000US23005,Maine,"Cumberland County, Maine",None,None
0500000US23007,Maine,"Franklin County, Maine",None,None
0500000US23009,Maine,"Hancock County, Maine",None,None
0500000US23011,Maine,"Kennebec County, Maine",None,None
0500000US23013,Maine,"Knox County, Maine",None,None
0500000US23015,Maine,"Lincoln County, Maine",None,None
0500000US23017,Maine,"Oxford County, Maine",None,None
0500000US23019,Maine,"Penobscot County, Maine",None,None
0500000US23021,Maine,"Piscataquis County, Maine",None,None
0500000US23023,Maine,"Sagadahoc County, Maine",None,None
0500000US23025,Maine,"Somerset County, Maine",None,None
0500000US23027,Maine,"Waldo County, Maine",None,None
0500000US23029,Maine,"Washington County, Maine",None,None
0500000US23031,Maine,"York County, Maine",None,None
0500000US24001,Maryland,"Allegany County, Maryland",None,None
0500000US24003,Maryland,"Anne Arundel County, Maryland",None,None
0500000US24005,Maryland,"Baltimore County, Maryland",None,None
0500000US24009,Maryland,"Calvert County, Maryland",None,None
0500000US24011,Maryland,"Caroline County, Maryland",None,None
0500000US24013,Maryland,"Carroll County, Maryland",None,None
0500000US24015,Maryland,"Cecil County, Maryland",None,None
0500000US24017,Maryland,"Charles County, Maryland",None,None
0500000US24019,Maryland,"Dorchester County, Maryland",None,None
0500000US24021,Maryland,"Frederick County, Maryland",None,None
0500000US24023,Maryland,"Garrett County, Maryland",None,None
0500000US24025,Maryland,"Harford County, Maryland",None,None
0500000US24027,Maryland,"Howard County, Maryland",None,None
0500000US24029,Maryland,"Kent County, Maryland",None,None
0500000US24031,Maryland,"Montgomery County, Maryland",None,None
0500000US24033,Maryland,"Prince George's County, Maryland",None,None
0500000US24035,Maryland,"Queen Anne's County, Maryland",None,None
0500000US24037,Maryland,"St. Mary's County, Maryland",None,None
0500000US24039,Maryland,"Somerset County, Maryland",None,None
0500000US24041,Maryland,"Talbot County, Maryland",None,None
0500000US24043,Maryland,"Washington County, Maryland",None,None
0500000US24045,Maryland,"Wicomico County, Maryland",None,None
0500000US24047,Maryland,"Worcester County, Maryland",None,None
0500000US24510,Maryland,"Baltimore city, Maryland",None,None
0500000US25001,Massachusetts,"Barnstable County, Massachusetts",None,None
0500000US25003,Massachusetts,"Berkshire County, Massachusetts",None,None
0500000US25005,Massachusetts,"Bristol County, Massachusetts",None,None
0500000US25007,Massachusetts,"Dukes County, Massachusetts",None,None
0500000US25009,Massachusetts,"Essex County, Massachusetts",None,None
0500000US25011,Massachusetts,"Franklin County, Massachusetts",None,None
0500000US25013,Massachusetts,"Hampden County, Massachusetts",None,None
0500000US25015,Massachusetts,"Hampshire County, Massachusetts",None,None
0500000US25017,Massachusetts,"Middlesex County, Massachusetts",None,None
0500000US25019,Massachusetts,"Nantucket County, Massachusetts",None,None
0500000US25021,Massachusetts,"Norfolk County, Massachusetts",None,None
0500000US25023,Massachusetts,"Plymouth County, Massachusetts",None,None
0500000US25025,Massachusetts,"Suffolk County, Massachusetts",None,None
0500000US25027,Massachusetts,"Worcester County, Massachusetts",None,None
0500000US26001,Michigan,"Alcona County, Michigan",None,None
